,Unnamed: 0,images,labels,2,4,5,7,10,12
7532,30184,b'eagle_ray_s_000117.png',1.0,,,,,,
7533,30187,b'pear_s_001151.png',4.0,,,,,,
7534,30189,b'mountain_rose_s_000712.png',2.0,,,,,,
7535,30194,b'cichlid_s_000005.png',1.0,,,,,,
7536,30195,b'cichlid_s_001699.png',1.0,,,,,,
7537,30202,b'computer_keyboard_s_001227.png',5.0,,,,,,
7538,30203,b'sunflower_s_001350.png',2.0,,,,,,
7539,30214,b'carassius_auratus_s_000050.png',1.0,,,,,,
7540,30215,b'soda_can_s_000946.png',3.0,,,,,,
7541,30218,b'electric_lamp_s_000155.png',5.0,,,,,,
7542,30219,b'trout_s_002150.png',1.0,,,,,,
7543,30224,b'bottle_s_001976.png',3.0,,,,,,
7544,30225,b'bowl_s_001224.png',3.0,,,,,,
7545,30229,b'clavier_s_000435.png',5.0,,,,,,
7546,30230,b'sweet_pepper_s_001239.png',4.0,,,,,,
7547,30232,b'tulip_s_001215.png',2.0,,,,,,
7548,30240,b'orange_s_001440.png',4.0,,,,,,
7549,30241,b'red_delicious_s_000726.png',4.0,,,,,,
7550,30242,b'pear_s_000405.png',4.0,,,,,,
7551,30243,b'poppy_s_000581.png',2.0,,,,,,
7552,30244,b'plate_iron_s_001367.png',3.0,,,,,,
7553,30249,b'golden_delicious_s_000266.png',4.0,,,,,,
7554,30251,b'soda_can_s_000899.png',3.0,,,,,,
7555,30254,b'clock_s_000786.png',5.0,,,,,,
7556,30261,b'mushroom_s_000521.png',4.0,,,,,,
7557,30268,b'keyboard_s_000384.png',5.0,,,,,,
7558,30277,b'flatfish_s_000046.png',1.0,,,,,,
7559,30294,b'turbot_s_000441.png',1.0,,,,,,
7560,30305,b'poppy_s_001847.png',2.0,,,,,,
7561,30307,b'keyboard_s_000368.png',5.0,,,,,,
7562,30317,b'tulip_s_000731.png',2.0,,,,,,
7563,30318,b'goblet_s_001632.png',3.0,,,,,,
7564,30324,b'rainbow_trout_s_000516.png',1.0,,,,,,
7565,30326,b'computer_keyboard_s_000442.png',5.0,,,,,,
7566,30331,b'milk_can_s_000434.png',3.0,,,,,,
7567,30334,b'plate_s_000010.png',3.0,,,,,,
7568,30337,b'electric_lamp_s_000597.png',5.0,,,,,,
7569,30342,b'dessert_plate_s_000363.png',3.0,,,,,,
7570,30343,b'telephone_set_s_000016.png',5.0,,,,,,
7571,30346,b'television_s_000038.png',5.0,,,,,,
7572,30349,b'bartlett_pear_s_000341.png',4.0,,,,,,
7573,30350,b'rose_s_001710.png',2.0,,,,,,
7574,30356,b'tulipa_clusiana_s_000304.png',2.0,,,,,,
7575,30364,b'morel_s_000663.png',4.0,,,,,,
7576,30367,b'whiskey_bottle_s_000185.png',3.0,,,,,,
7577,30369,b'soda_bottle_s_000164.png',3.0,,,,,,
7578,30371,b'clock_s_001816.png',5.0,,,,,,
7579,30373,b'television_s_000717.png',5.0,,,,,,
7580,30379,b'dessert_plate_s_000432.png',3.0,,,,,,
7581,30382,b'goblet_s_000086.png',3.0,,,,,,
7582,30384,b'bosc_s_000734.png',4.0,,,,,,
7583,30390,b'temple_orange_s_000478.png',4.0,,,,,,
7584,30391,b'stingray_s_001730.png',1.0,,,,,,
7585,30399,b'lady_tulip_s_000257.png',2.0,,,,,,
7586,30404,b'bell_pepper_s_001516.png',4.0,,,,,,
7587,30411,b'alarm_clock_s_000037.png',5.0,,,,,,
7588,30412,b'guitarfish_s_000518.png',1.0,,,,,,
7589,30414,b'saucer_s_000816.png',3.0,,,,,,
7590,30421,b'butterfly_orchid_s_001434.png',2.0,,,,,,
7591,30423,b'soda_can_s_000853.png',3.0,,,,,,
7592,30433,b'cichlid_s_001550.png',1.0,,,,,,
7593,30434,b'cichlid_s_001124.png',1.0,,,,,,
7594,30442,b'macoun_s_000050.png',4.0,,,,,,
7595,30444,b'goblet_s_001225.png',3.0,,,,,,
7596,30447,b'television_s_002842.png',5.0,,,,,,
7597,30450,b'sunflower_s_002407.png',2.0,,,,,,
7598,30464,b'plaice_s_000051.png',1.0,,,,,,
7599,30468,b'sunflower_s_001037.png',2.0,,,,,,
7600,30469,b'clock_s_000490.png',5.0,,,,,,
7601,30472,b'clock_s_002292.png',5.0,,,,,,
7602,30476,b'sweet_pepper_s_001155.png',4.0,,,,,,
7603,30481,b'pear_s_001459.png',4.0,,,,,,
7604,30484,b'mushroom_s_001881.png',4.0,,,,,,
7605,30486,b'sweet_pepper_s_001329.png',4.0,,,,,,
7606,30494,b'soda_can_s_001048.png',3.0,,,,,,
7607,30498,b'bowl_s_002434.png',3.0,,,,,,
7608,30504,b'tulip_s_000691.png',2.0,,,,,,
7609,30505,b'clock_s_002332.png',5.0,,,,,,
7610,30514,b'rose_s_001128.png',2.0,,,,,,
7611,30517,b'electric_ray_s_001403.png',1.0,,,,,,
7612,30518,b'valencia_orange_s_000071.png',4.0,,,,,,
7613,30519,b'valencia_orange_s_000034.png',4.0,,,,,,
7614,30521,b'mushroom_s_002085.png',4.0,,,,,,
7615,30523,b'cichlid_fish_s_000975.png',1.0,,,,,,
7616,30528,b'sunflower_s_000710.png',2.0,,,,,,
7617,30533,b'lamp_s_000353.png',5.0,,,,,,
7618,30535,b'sweet_pepper_s_000354.png',4.0,,,,,,
7619,30540,b'navel_orange_s_000042.png',4.0,,,,,,
7620,30541,b'butterfly_orchid_s_001275.png',2.0,,,,,,
7621,30542,b'whiskey_bottle_s_000419.png',3.0,,,,,,
7622,30544,b'lamp_s_000502.png',5.0,,,,,,
7623,30551,b'numbfish_s_000026.png',1.0,,,,,,
7624,30552,b'rose_s_002275.png',2.0,,,,,,
7625,30558,b'tulip_s_000046.png',2.0,,,,,,
7626,30559,b'halibut_s_000618.png',1.0,,,,,,
7627,30569,b'beer_can_s_001223.png',3.0,,,,,,
7628,30570,b'telephone_s_000026.png',5.0,,,,,,
7629,30575,b'eagle_ray_s_000332.png',1.0,,,,,,
7630,30579,b'rainbow_trout_s_000353.png',1.0,,,,,,
7631,30586,b'desk_phone_s_000531.png',5.0,,,,,,
7632,30587,b'orchid_s_001114.png',2.0,,,,,,
7633,30592,b'macoun_s_001037.png',4.0,,,,,,
7634,30593,b'lamp_s_000422.png',5.0,,,,,,
7635,30600,b'bosc_s_000183.png',4.0,,,,,,
7636,30607,b'pear_s_000290.png',4.0,,,,,,
7637,30613,b'saucer_s_000056.png',3.0,,,,,,
7638,30621,b'red_delicious_s_000983.png',4.0,,,,,,
7639,30622,b'rainbow_trout_s_000808.png',1.0,,,,,,
7640,30626,b'plate_iron_s_001487.png',3.0,,,,,,
7641,30630,b'lamp_s_000615.png',5.0,,,,,,
7642,30631,b'cortland_s_000153.png',4.0,,,,,,
7643,30632,b'rainbow_trout_s_001271.png',1.0,,,,,,
7644,30634,b'trout_s_000442.png',1.0,,,,,,
7645,30636,b'television_s_001470.png',5.0,,,,,,
7646,30637,b'bowl_s_001164.png',3.0,,,,,,
7647,30638,b'citrus_aurantium_s_000284.png',4.0,,,,,,
7648,30639,b'sunflower_s_000131.png',2.0,,,,,,
7649,30642,b'poppy_s_002382.png',2.0,,,,,,
7650,30645,b'orchid_s_001633.png',2.0,,,,,,
7651,30647,b'clavier_s_000105.png',5.0,,,,,,
7652,30653,b'discharge_lamp_s_000343.png',5.0,,,,,,
7653,30656,b'mountain_rose_s_001232.png',2.0,,,,,,
7654,30657,b'lamp_s_001579.png',5.0,,,,,,
7655,30658,b'stingray_s_002197.png',1.0,,,,,,
7656,30660,b'bell_pepper_s_000690.png',4.0,,,,,,
7657,30664,b'cichlid_fish_s_000781.png',1.0,,,,,,
7658,30674,b'desk_phone_s_000110.png',5.0,,,,,,
7659,30676,b'dessert_plate_s_000093.png',3.0,,,,,,
7660,30684,b'bosc_s_000212.png',4.0,,,,,,
7661,30686,b'computer_keyboard_s_000899.png',5.0,,,,,,
7662,30708,b'cup_s_002301.png',3.0,,,,,,
7663,30710,b'television_s_001882.png',5.0,,,,,,
7664,30713,b'poppy_s_001227.png',2.0,,,,,,
7665,30717,b'fishbowl_s_001604.png',3.0,,,,,,
7666,30718,b'beer_bottle_s_000001.png',3.0,,,,,,
7667,30722,b'sour_orange_s_000215.png',4.0,,,,,,
7668,30723,b'dessert_plate_s_000176.png',3.0,,,,,,
7669,30725,b'clavier_s_000865.png',5.0,,,,,,
7670,30727,b'cable_television_s_000447.png',5.0,,,,,,
7671,30731,b'cortland_s_000059.png',4.0,,,,,,
7672,30733,b'flounder_s_002168.png',1.0,,,,,,
7673,30736,b'tulip_s_000023.png',2.0,,,,,,
7674,30746,b'bell_pepper_s_001523.png',4.0,,,,,,
7675,30749,b'goblet_s_001191.png',3.0,,,,,,
7676,30753,b'tulipa_clusiana_s_000318.png',2.0,,,,,,
7677,30757,b'phone_s_001753.png',5.0,,,,,,
7678,30760,b'clavier_s_000228.png',5.0,,,,,,
7679,30762,b'flounder_s_001895.png',1.0,,,,,,
7680,30763,b'navel_orange_s_000013.png',4.0,,,,,,
7681,30764,b'clock_s_001411.png',5.0,,,,,,
7682,30767,b'plaice_s_000239.png',1.0,,,,,,
7683,30769,b'sunflower_s_000010.png',2.0,,,,,,
7684,30775,b'television_system_s_000287.png',5.0,,,,,,
7685,30780,b'phone_s_003044.png',5.0,,,,,,
7686,30783,b'cichlid_fish_s_001117.png',1.0,,,,,,
7687,30785,b'rose_s_000623.png',2.0,,,,,,
7688,30788,b'computer_keyboard_s_000892.png',5.0,,,,,,
7689,30790,b'electric_lamp_s_000326.png',5.0,,,,,,
7690,30791,b'fishbowl_s_000647.png',3.0,,,,,,
7691,30794,b'dwarf_tulip_s_000132.png',2.0,,,,,,
7692,30798,b'cichlid_fish_s_001406.png',1.0,,,,,,
7693,30799,b'television_s_002603.png',5.0,,,,,,
7694,30805,b'electric_ray_s_000861.png',1.0,,,,,,
7695,30806,b'telephone_s_000031.png',5.0,,,,,,
7696,30810,b'bell_pepper_s_000443.png',4.0,,,,,,
7697,30818,b'lamp_s_002292.png',5.0,,,,,,
7698,30820,b'anjou_s_001429.png',4.0,,,,,,
7699,30830,b'guitarfish_s_000017.png',1.0,,,,,,
7700,30833,b'whiskey_bottle_s_000322.png',3.0,,,,,,
7701,30835,b'sweet_pepper_s_000934.png',4.0,,,,,,
7702,30838,b'shark_s_001366.png',1.0,,,,,,
7703,30850,b'shortfin_mako_s_000031.png',1.0,,,,,,
7704,30854,b'orange_s_000976.png',4.0,,,,,,
7705,30856,b'rainbow_trout_s_001817.png',1.0,,,,,,
7706,30865,b'phone_s_002056.png',5.0,,,,,,
7707,30866,b'rainbow_trout_s_001309.png',1.0,,,,,,
7708,30890,b'guitarfish_s_000431.png',1.0,,,,,,
7709,30903,b'sweet_pepper_s_001779.png',4.0,,,,,,
7710,30907,b'goblet_s_000982.png',3.0,,,,,,
7711,30911,b'sunflower_s_002362.png',2.0,,,,,,
7712,30912,b'tulip_s_001803.png',2.0,,,,,,
7713,30921,b'goblet_s_001261.png',3.0,,,,,,
7714,30924,b'rainbow_trout_s_000527.png',1.0,,,,,,
7715,30928,b'cichlid_s_000882.png',1.0,,,,,,
7716,30929,b'stingray_s_000141.png',1.0,,,,,,
7717,30930,b'keyboard_s_000547.png',5.0,,,,,,
7718,30931,b'cichlid_fish_s_000126.png',1.0,,,,,,
7719,30935,b'television_s_002532.png',5.0,,,,,,
7720,30937,b'surveillance_system_s_001249.png',5.0,,,,,,
7721,30940,b'computer_keyboard_s_002067.png',5.0,,,,,,
7722,30943,b'stingray_s_001798.png',1.0,,,,,,
7723,30944,b'butterfly_orchid_s_001367.png',2.0,,,,,,
7724,30946,b'butterfly_orchid_s_001669.png',2.0,,,,,,
7725,30949,b'guitarfish_s_000574.png',1.0,,,,,,
7726,30953,b'goldfish_s_002361.png',1.0,,,,,,
7727,30964,b'verpa_s_000134.png',4.0,,,,,,
7728,30969,b'bowl_s_000413.png',3.0,,,,,,
7729,30970,b'navel_orange_s_000536.png',4.0,,,,,,
7730,30978,b'bell_pepper_s_001472.png',4.0,,,,,,
7731,30979,b'bartlett_s_001147.png',4.0,,,,,,
7732,30982,b'mountain_rose_s_001073.png',2.0,,,,,,
7733,30991,b'electric_ray_s_001449.png',1.0,,,,,,
7734,30997,b'orchidaceous_plant_s_000044.png',2.0,,,,,,
7735,30999,b'orchid_s_000412.png',2.0,,,,,,
7736,31005,b'bosc_s_000359.png',4.0,,,,,,
7737,31007,b'northern_spy_s_000976.png',4.0,,,,,,
7738,31013,b'rose_s_002015.png',2.0,,,,,,
7739,31015,b'orchid_s_000773.png',2.0,,,,,,
7740,31019,b'rainbow_trout_s_001039.png',1.0,,,,,,
7741,31020,b'red_delicious_s_000527.png',4.0,,,,,,
7742,31027,b'orchid_s_000884.png',2.0,,,,,,
7743,31033,b'beer_can_s_001195.png',3.0,,,,,,
7744,31039,b'numbfish_s_000008.png',1.0,,,,,,
7745,31047,b'bowl_s_000698.png',3.0,,,,,,
7746,31049,b'beer_can_s_000990.png',3.0,,,,,,
7747,31053,b'alarm_clock_s_000956.png',5.0,,,,,,
7748,31054,b'tulip_s_000127.png',2.0,,,,,,
7749,31058,b'rainbow_trout_s_000640.png',1.0,,,,,,
7750,31059,b'mushroom_s_001199.png',4.0,,,,,,
7751,31061,b'electric_lamp_s_000569.png',5.0,,,,,,
7752,31065,b'sunflower_s_002306.png',2.0,,,,,,
7753,31066,b'red_delicious_s_001405.png',4.0,,,,,,
7754,31069,b'soda_can_s_000044.png',3.0,,,,,,
7755,31074,b'sunflower_s_002285.png',2.0,,,,,,
7756,31075,b'fishbowl_s_001068.png',3.0,,,,,,
7757,31076,b'butterfly_orchid_s_001077.png',2.0,,,,,,
7758,31077,b'electric_lamp_s_000149.png',5.0,,,,,,
7759,31079,b'catsup_bottle_s_000006.png',3.0,,,,,,
7760,31082,b'rosebush_s_001360.png',2.0,,,,,,
7761,31083,b'porbeagle_s_000109.png',1.0,,,,,,
7762,31084,b'goldfish_s_002712.png',1.0,,,,,,
7763,31085,b'ketchup_bottle_s_000001.png',3.0,,,,,,
7764,31087,b'seville_orange_s_000380.png',4.0,,,,,,
7765,31088,b'dessert_plate_s_000504.png',3.0,,,,,,
7766,31090,b'cable_television_s_000364.png',5.0,,,,,,
7767,31103,b'goldfish_s_002794.png',1.0,,,,,,
7768,31115,b'sweet_pepper_s_000513.png',4.0,,,,,,
7769,31130,b'stingray_s_000911.png',1.0,,,,,,
7770,31138,b'poppy_s_001049.png',2.0,,,,,,
7771,31139,b'golden_delicious_s_000866.png',4.0,,,,,,
7772,31142,b'flatfish_s_000005.png',1.0,,,,,,
7773,31147,b'orchid_s_000881.png',2.0,,,,,,
7774,31148,b'northern_spy_s_000836.png',4.0,,,,,,
7775,31149,b'beer_bottle_s_000255.png',3.0,,,,,,
7776,31157,b'tulip_s_001145.png',2.0,,,,,,
7777,31161,b'alarm_clock_s_000754.png',5.0,,,,,,
7778,31163,b'orchid_s_001805.png',2.0,,,,,,
7779,31169,b'sunflower_s_000855.png',2.0,,,,,,
7780,31175,b'turbot_s_001683.png',1.0,,,,,,
7781,31176,b'tulip_s_002210.png',2.0,,,,,,
7782,31177,b'cichlid_s_001549.png',1.0,,,,,,
7783,31188,b'bottle_s_002286.png',3.0,,,,,,
7784,31191,b'bottle_s_000081.png',3.0,,,,,,
7785,31194,b'sunflower_s_000012.png',2.0,,,,,,
7786,31196,b'mushroom_s_001730.png',4.0,,,,,,
7787,31202,b'telephone_s_001730.png',5.0,,,,,,
7788,31210,b'sunflower_s_002212.png',2.0,,,,,,
7789,31218,b'citrus_aurantium_s_000582.png',4.0,,,,,,
7790,31223,b'clock_s_002129.png',5.0,,,,,,
7791,31226,b'milk_can_s_001211.png',3.0,,,,,,
7792,31242,b'beer_bottle_s_001986.png',3.0,,,,,,
7793,31245,b'navel_orange_s_000901.png',4.0,,,,,,
7794,31249,b'sunflower_s_001795.png',2.0,,,,,,
7795,31250,b'pear_s_000765.png',4.0,,,,,,
7796,31252,b'yellow_delicious_s_000507.png',4.0,,,,,,
7797,31267,b'mountain_rose_s_000075.png',2.0,,,,,,
7798,31269,b'sour_orange_s_001028.png',4.0,,,,,,
7799,31275,b'bell_pepper_s_000829.png',4.0,,,,,,
7800,31277,b'television_s_003062.png',5.0,,,,,,
7801,31282,b'chalice_s_000532.png',3.0,,,,,,
7802,31283,b'cup_s_001706.png',3.0,,,,,,
7803,31291,b'pear_s_001851.png',4.0,,,,,,
7804,31292,b'alarm_clock_s_000978.png',5.0,,,,,,
7805,31296,b'butterfly_orchid_s_000593.png',2.0,,,,,,
7806,31301,b'red_delicious_s_002287.png',4.0,,,,,,
7807,31302,b'whiskey_bottle_s_000090.png',3.0,,,,,,
7808,31308,b'bell_pepper_s_001069.png',4.0,,,,,,
7809,31317,b'mako_s_001254.png',1.0,,,,,,
7810,31320,b'sea_trout_s_000025.png',1.0,,,,,,
7811,31324,b'clock_s_001810.png',5.0,,,,,,
7812,31325,b'clock_s_000012.png',5.0,,,,,,
7813,31328,b'goldfish_s_002698.png',1.0,,,,,,
7814,31335,b'electric_lamp_s_000049.png',5.0,,,,,,
7815,31338,b'poppy_s_001959.png',2.0,,,,,,
7816,31339,b'mountain_rose_s_000704.png',2.0,,,,,,
7817,31345,b'rosebush_s_000012.png',2.0,,,,,,
7818,31349,b'inkpot_s_000351.png',3.0,,,,,,
7819,31357,b'phone_s_002285.png',5.0,,,,,,
7820,31360,b'cichlid_fish_s_001465.png',1.0,,,,,,
7821,31365,b'flatfish_s_000961.png',1.0,,,,,,
7822,31366,b'sweet_pepper_s_000380.png',4.0,,,,,,
7823,31368,b'rosebush_s_001165.png',2.0,,,,,,
7824,31385,b'lamp_s_000604.png',5.0,,,,,,
7825,31398,b'golden_delicious_s_000505.png',4.0,,,,,,
7826,31403,b'keyboard_s_001076.png',5.0,,,,,,
7827,31405,b'poppy_s_002636.png',2.0,,,,,,
7828,31406,b'fishplate_s_000075.png',3.0,,,,,,
7829,31407,b'english_sole_s_000016.png',1.0,,,,,,
7830,31410,b'bowl_s_000654.png',3.0,,,,,,
7831,31411,b'turbot_s_000393.png',1.0,,,,,,
7832,31412,b'trout_s_000485.png',1.0,,,,,,
7833,31414,b'bartlett_pear_s_000409.png',4.0,,,,,,
7834,31422,b'navel_orange_s_000318.png',4.0,,,,,,
7835,31433,b'mako_shark_s_001061.png',1.0,,,,,,
7836,31440,b'phone_s_000704.png',5.0,,,,,,
7837,31443,b'sunflower_s_001710.png',2.0,,,,,,
7838,31451,b'saucer_s_000597.png',3.0,,,,,,
7839,31454,b'poppy_s_000065.png',2.0,,,,,,
7840,31456,b'sunflower_s_002178.png',2.0,,,,,,
7841,31458,b'mushroom_s_001382.png',4.0,,,,,,
7842,31460,b'bowl_s_000991.png',3.0,,,,,,
7843,31463,b'beer_bottle_s_001728.png',3.0,,,,,,
7844,31467,b'shark_s_000974.png',1.0,,,,,,
7845,31468,b'tulip_s_000542.png',2.0,,,,,,
7846,31471,b'fishplate_s_000488.png',3.0,,,,,,
7847,31474,b'bottle_s_000656.png',3.0,,,,,,
7848,31477,b'clock_s_002047.png',5.0,,,,,,
7849,31479,b'bosc_s_001579.png',4.0,,,,,,
7850,31483,b'goblet_s_001547.png',3.0,,,,,,
7851,31485,b'sponge_mushroom_s_000002.png',4.0,,,,,,
7852,31492,b'macoun_s_000978.png',4.0,,,,,,
7853,31493,b'fishplate_s_000645.png',3.0,,,,,,
7854,31497,b'poppy_s_000811.png',2.0,,,,,,
7855,31498,b'navel_orange_s_000147.png',4.0,,,,,,
7856,31502,b'computer_keyboard_s_001091.png',5.0,,,,,,
7857,31504,b'bowl_s_002116.png',3.0,,,,,,
7858,31506,b'turbot_s_000198.png',1.0,,,,,,
7859,31507,b'butterfly_orchid_s_001323.png',2.0,,,,,,
7860,31513,b'carassius_auratus_s_000450.png',1.0,,,,,,
7861,31517,b'navel_orange_s_000463.png',4.0,,,,,,
7862,31519,b'plate_iron_s_000297.png',3.0,,,,,,
7863,31520,b'beer_bottle_s_001411.png',3.0,,,,,,
7864,31525,b'plate_iron_s_000501.png',3.0,,,,,,
7865,31531,b'soda_bottle_s_000495.png',3.0,,,,,,
7866,31535,b'shark_s_000701.png',1.0,,,,,,
7867,31538,b'telephone_set_s_001072.png',5.0,,,,,,
7868,31544,b'rainbow_trout_s_000861.png',1.0,,,,,,
7869,31548,b'goblet_s_000197.png',3.0,,,,,,
7870,31555,b'sunflower_s_001243.png',2.0,,,,,,
7871,31565,b'bottle_s_001925.png',3.0,,,,,,
7872,31571,b'alarm_clock_s_000747.png',5.0,,,,,,
7873,31572,b'lamp_s_001613.png',5.0,,,,,,
7874,31573,b'beer_bottle_s_001172.png',3.0,,,,,,
7875,31580,b'eagle_ray_s_000115.png',1.0,,,,,,
7876,31581,b'soda_can_s_000764.png',3.0,,,,,,
7877,31591,b'navel_orange_s_000454.png',4.0,,,,,,
7878,31592,b'lamp_s_001772.png',5.0,,,,,,
7879,31593,b'computer_keyboard_s_001660.png',5.0,,,,,,
7880,31596,b'tv_s_000630.png',5.0,,,,,,
7881,31597,b'phone_s_002024.png',5.0,,,,,,
7882,31600,b'golden_delicious_s_001223.png',4.0,,,,,,
7883,31602,b'sunflower_s_001019.png',2.0,,,,,,
7884,31603,b'butterfly_orchid_s_000566.png',2.0,,,,,,
7885,31604,b'tv_s_000956.png',5.0,,,,,,
7886,31605,b'sweet_pepper_s_001882.png',4.0,,,,,,
7887,31612,b'phone_s_002460.png',5.0,,,,,,
7888,31614,b'mushroom_s_000970.png',4.0,,,,,,
7889,31616,b'butterfly_orchid_s_000365.png',2.0,,,,,,
7890,31617,b'cichlid_s_002408.png',1.0,,,,,,
7891,31620,b'soda_can_s_000665.png',3.0,,,,,,
7892,31623,b'bartlett_pear_s_000546.png',4.0,,,,,,
7893,31624,b'lamp_s_000472.png',5.0,,,,,,
7894,31630,b'orchid_s_001271.png',2.0,,,,,,
7895,31635,b'dwarf_tulip_s_000247.png',2.0,,,,,,
7896,31641,b'orchid_s_000045.png',2.0,,,,,,
7897,31642,b'mako_shark_s_000003.png',1.0,,,,,,
7898,31653,b'shark_s_000332.png',1.0,,,,,,
7899,31659,b'mountain_rose_s_001231.png',2.0,,,,,,
7900,31668,b'rainbow_trout_s_000347.png',1.0,,,,,,
7901,31675,b'rose_s_000311.png',2.0,,,,,,
7902,31681,b'fishbowl_s_001656.png',3.0,,,,,,
7903,31683,b'telephone_s_000920.png',5.0,,,,,,
7904,31695,b'cichlid_s_001182.png',1.0,,,,,,
7905,31696,b'tulip_s_000139.png',2.0,,,,,,
7906,31697,b'macoun_s_000055.png',4.0,,,,,,
7907,31699,b'ketchup_bottle_s_000024.png',3.0,,,,,,
7908,31703,b'beer_bottle_s_000795.png',3.0,,,,,,
7909,31709,b'electric_lamp_s_000131.png',5.0,,,,,,
7910,31716,b'carassius_auratus_s_000054.png',1.0,,,,,,
7911,31720,b'bartlett_pear_s_000366.png',4.0,,,,,,
7912,31723,b'butterfly_orchid_s_000634.png',2.0,,,,,,
7913,31725,b'butterfly_orchid_s_000798.png',2.0,,,,,,
7914,31728,b'sweet_pepper_s_001795.png',4.0,,,,,,
7915,31729,b'sunflower_s_002474.png',2.0,,,,,,
7916,31731,b'stingray_s_000684.png',1.0,,,,,,
7917,31732,b'stingray_s_000309.png',1.0,,,,,,
7918,31737,b'lamp_s_001651.png',5.0,,,,,,
7919,31742,b'clock_s_001144.png',5.0,,,,,,
7920,31745,b'television_system_s_001342.png',5.0,,,,,,
7921,31746,b'flatfish_s_000011.png',1.0,,,,,,
7922,31748,b'poppy_s_001979.png',2.0,,,,,,
7923,31752,b'butterfly_orchid_s_000950.png',2.0,,,,,,
7924,31759,b'sunflower_s_001715.png',2.0,,,,,,
7925,31767,b'clock_s_001556.png',5.0,,,,,,
7926,31768,b'poppy_s_000447.png',2.0,,,,,,
7927,31771,b'cup_s_002045.png',3.0,,,,,,
7928,31773,b'cichlid_s_000525.png',1.0,,,,,,
7929,31774,b'soda_can_s_000106.png',3.0,,,,,,
7930,31775,b'sunflower_s_000062.png',2.0,,,,,,
7931,31776,b'porbeagle_s_000589.png',1.0,,,,,,
7932,31777,b'beer_bottle_s_000927.png',3.0,,,,,,
7933,31781,b'butterfly_orchid_s_001365.png',2.0,,,,,,
7934,31786,b'lamp_s_000535.png',5.0,,,,,,
7935,31787,b'mountain_rose_s_000855.png',2.0,,,,,,
7936,31799,b'goldfish_s_000350.png',1.0,,,,,,
7937,31803,b'fishbowl_s_002485.png',3.0,,,,,,
7938,31810,b'pear_s_001913.png',4.0,,,,,,
7939,31815,b'sunflower_s_001026.png',2.0,,,,,,
7940,31816,b'chalice_s_001129.png',3.0,,,,,,
7941,31820,b'morchella_esculenta_s_000342.png',4.0,,,,,,
7942,31826,b'cichlid_fish_s_001621.png',1.0,,,,,,
7943,31831,b'trout_s_000006.png',1.0,,,,,,
7944,31835,b'golden_delicious_s_000738.png',4.0,,,,,,
7945,31841,b'bell_pepper_s_000161.png',4.0,,,,,,
7946,31843,b'clavier_s_000446.png',5.0,,,,,,
7947,31846,b'bell_pepper_s_001197.png',4.0,,,,,,
7948,31848,b'poppy_s_002785.png',2.0,,,,,,
7949,31849,b'orchid_s_000010.png',2.0,,,,,,
7950,31852,b'shark_s_001771.png',1.0,,,,,,
7951,31853,b'clock_s_000658.png',5.0,,,,,,
7952,31857,b'clock_s_000535.png',5.0,,,,,,
7953,31862,b'poppy_s_000351.png',2.0,,,,,,
7954,31879,b'flounder_s_002273.png',1.0,,,,,,
7955,31880,b'bell_pepper_s_000007.png',4.0,,,,,,
7956,31881,b'anjou_s_000774.png',4.0,,,,,,
7957,31895,b'shark_s_001446.png',1.0,,,,,,
7958,31896,b'phone_s_002911.png',5.0,,,,,,
7959,31898,b'butterfly_orchid_s_000474.png',2.0,,,,,,
7960,31903,b'mushroom_s_002483.png',4.0,,,,,,
7961,31909,b'orange_s_002782.png',4.0,,,,,,
7962,31912,b'electric_lamp_s_000024.png',5.0,,,,,,
7963,31913,b'shark_s_000431.png',1.0,,,,,,
7964,31918,b'eagle_ray_s_000136.png',1.0,,,,,,
7965,31925,b'phone_s_002913.png',5.0,,,,,,
7966,31931,b'alarm_clock_s_000999.png',5.0,,,,,,
7967,31932,b'trout_s_001320.png',1.0,,,,,,
7968,31935,b'dessert_plate_s_000099.png',3.0,,,,,,
7969,31936,b'rosebush_s_002362.png',2.0,,,,,,
7970,31945,b'orchid_s_000016.png',2.0,,,,,,
7971,31946,b'anjou_s_000937.png',4.0,,,,,,
7972,31947,b'halibut_s_000357.png',1.0,,,,,,
7973,31948,b'verpa_s_000573.png',4.0,,,,,,
7974,31952,b'cichlid_s_000780.png',1.0,,,,,,
7975,31964,b'keyboard_s_001955.png',5.0,,,,,,
7976,31966,b'northern_spy_s_000821.png',4.0,,,,,,
7977,31970,b'keyboard_s_002033.png',5.0,,,,,,
7978,31973,b'cup_s_000348.png',3.0,,,,,,
7979,31976,b'alarm_clock_s_000917.png',5.0,,,,,,
7980,31981,b'bottle_s_002171.png',3.0,,,,,,
7981,31982,b'cup_morel_s_000030.png',4.0,,,,,,
7982,31996,b'poppy_s_002671.png',2.0,,,,,,
7983,31997,b'poppy_s_002481.png',2.0,,,,,,
7984,31999,b'cichlid_s_000004.png',1.0,,,,,,
7985,32005,b'shark_s_001360.png',1.0,,,,,,
7986,32007,b'sea_trout_s_000161.png',1.0,,,,,,
7987,32016,b'butterfly_orchid_s_000977.png',2.0,,,,,,
7988,32020,b'eagle_ray_s_000006.png',1.0,,,,,,
7989,32024,b'whiskey_bottle_s_000427.png',3.0,,,,,,
7990,32028,b'sunflower_s_000328.png',2.0,,,,,,
7991,32031,b'rainbow_trout_s_001692.png',1.0,,,,,,
